Location,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality
North Macedonia,329,158.39,12,9,0.02735562310030395
Taiwan,329,13.79,45,5,0.015197568389057751
Moldova,328,83.54,15,3,0.009146341463414634
Uruguay,320,98.46,25,1,0.003125
Azerbaijan,298,28.37,26,5,0.016778523489932886
Kuwait,289,102.18,80,0,0.0
Jordan,268,30.53,26,5,0.018656716417910446
Burkina Faso,261,13.48,32,14,0.05363984674329502
Réunion,247,288.28,6,0,0.0
Albania,243,80.94,67,15,0.06172839506172839
San Marino,236,7077.74,13,26,0.11016949152542373
Cyprus,225,182.11,18,6,0.02666666666666667
Oman,210,49.89,34,0,0.0
Vietnam,207,2.11,58,0,0.0
Afghanistan,196,5.84,5,4,0.02040816326530612
Cameroon,193,7.92,5,6,0.031088082901554404
Cuba,186,16.7,8,6,0.03225806451612903
Côte d'Ivoire,179,7.54,7,1,0.00558659217877095
Senegal,175,11.75,40,0,0.0
Faroe Islands,169,3335.31,74,0,0.0
Malta,169,399.62,2,0,0.0
Uzbekistan,167,6.17,7,2,0.011976047904191617
Ghana,161,5.61,3,5,0.031055900621118012
Belarus,152,15.76,47,1,0.006578947368421052
Mauritius,143,105.09,0,5,0.03496503496503497
Venezuela,143,4.53,41,3,0.02097902097902098
Sri Lanka,142,6.33,17,2,0.014084507042253521
Honduras,141,15.36,3,7,0.04964539007092199
Nigeria,139,0.71,9,2,0.014388489208633094
Brunei,129,374.41,45,1,0.007751937984496124
Martinique,119,306.61,27,2,0.01680672268907563
Palestine,117,23.16,18,1,0.008547008547008548
Georgia,115,24.28,23,0,0.0
Guadeloupe,114,280.26,22,5,0.043859649122807015
Cambodia,109,6.95,25,0,0.0
Bolivia,107,9.65,0,6,0.056074766355140186
Kyrgyzstan,107,14.72,3,0,0.0
Kosovo,106,61.42,1,1,0.009433962264150943
Montenegro,105,175.33,0,1,0.009523809523809525
Democratic Republic of the Congo,98,1.12,2,8,0.08163265306122448
Mayotte,94,410.86,10,1,0.010638297872340425
Trinidad and Tobago,85,69.84,1,3,0.03529411764705882
Jersey,81,790.9,0,2,0.024691358024691357
Guernsey,78,1229.53,0,1,0.01282051282051282
Rwanda,75,6.58,0,0,0.0
Northern Cyprus,70,214.72,29,1,0.014285714285714285
Gibraltar,69,3290.89,14,0,0.0
Paraguay,69,9.94,1,3,0.043478260869565216
Liechtenstein,68,658.26,0,0,0.0
Isle of Man,60,682.31,0,0,0.0
Kenya,59,1.21,1,1,0.01694915254237288
Madagascar,57,2.28,0,0,0.0
Aruba,55,510.93,1,0,0.0
Monaco,52,1357.7,1,0,0.0
Bangladesh,51,0.31,25,5,0.09803921568627451
Uganda,44,1.21,0,0,0.0
French Guiana,43,150.79,0,0,0.0
Macao,41,73.78,10,0,0.0
Guatemala,38,2.59,10,1,0.02631578947368421
French Polynesia,36,126.22,1,0,0.0
Jamaica,36,12.01,2,1,0.027777777777777776
Zambia,36,2.37,0,0,0.0
Barbados,34,116.84,0,0,0.0
Niger,34,1.97,0,3,0.08823529411764706
Togo,34,4.17,10,1,0.029411764705882353
El Salvador,32,4.98,0,0,0.0
Djibouti,30,38.91,0,0,0.0
Mali,28,1.48,0,2,0.07142857142857142
Bermuda,27,376.61,10,0,0.0
Ethiopia,26,0.25,2,0,0.0
Guinea,22,1.79,0,0,0.0
Republic of the Congo,19,5.56,0,0,0.0
Tanzania,19,0.34,1,1,0.05263157894736842
Maldives,18,46.53,13,0,0.0
Saint Martin,18,250.23,2,1,0.05555555555555555
Gabon,16,8.24,0,1,0.0625
New Caledonia,16,57.31,0,0,0.0
Equatorial Guinea,15,21.95,1,0,0.0
Eritrea,15,2.33,0,0,0.0
Haiti,15,1.39,0,0,0.0
Myanmar (Burma),14,0.0,0,1,0.07142857142857142
The Bahamas,14,42.39,0,0,0.0
Saint Lucia,13,78.03,0,0,0.0
Cayman Islands,12,205.34,0,1,0.08333333333333333
Dominica,12,170.02,0,0,0.0
Guyana,12,16.61,0,1,0.08333333333333333
Mongolia,12,4.06,0,0,0.0
Curaçao,11,73.51,2,1,0.09090909090909091
Namibia,11,5.23,2,0,0.0
Greenland,10,176.11,2,0,0.0
Libya,10,1.49,1,0,0.0
Seychelles,10,103.6,0,0,0.0
Syria,10,0.61,0,2,0.2
Benin,9,0.93,1,0,0.0
Eswatini,9,7.92,0,0,0.0
Grenada,9,81.57,0,0,0.0
Laos,9,1.0,0,0,0.0
Suriname,9,15.66,0,0,0.0
Guinea-Bissau,8,4.66,0,0,0.0
Mozambique,8,0.31,0,0,0.0
Saint Kitts and Nevis,8,150.65,0,0,0.0
Zimbabwe,8,0.57,0,1,0.125
Angola,7,0.24,0,2,0.2857142857142857
Antigua and Barbuda,7,73.66,0,0,0.0
Chad,7,0.57,0,0,0.0
Sudan,7,0.19,1,2,0.2857142857142857
Cape Verde,6,10.71,0,1,0.16666666666666666
Mauritania,6,1.87,2,1,0.16666666666666666
Saint Barthélemy,6,0.0,1,0,0.0
Sint Maarten,6,0.0,1,0,0.0
Vatican City,6,0.0,0,0,0.0
Fiji,5,5.41,0,0,0.0
Montserrat,5,0.0,0,0,0.0
Nepal,5,0.13,1,0,0.0
Turks and Caicos Islands,5,96.19,0,0,0.0
Åland Islands,5,169.46,0,0,0.0
Bhutan,4,7.31,0,0,0.0
Botswana,4,2.31,0,1,0.25
Nicaragua,4,0.68,0,1,0.25
The Gambia,4,1.72,0,1,0.25
Belize,3,6.39,0,0,0.0
British Virgin Islands,3,83.02,0,0,0.0
Central African Republic,3,0.58,0,0,0.0
Liberia,3,0.54,0,0,0.0
Somalia,3,0.29,0,0,0.0
Anguilla,2,144.16,0,0,0.0
Burundi,2,0.22,0,0,0.0
Papua New Guinea,1,0.14,0,0,0.0
Saint Vincent and the Grenadines,1,9.97,1,0,0.0
Sierra Leone,1,0.17,0,0,0.0
Timor-Leste,1,0.68,0,0,0.0
