Location,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality
Bahrain,635,453.9,341,4,0.006299212598425197
Hungary,585,58.45,42,20,0.03418803418803419
Bosnia and Herzegovina,533,162.72,20,16,0.0300187617260788
Moldova,505,128.62,25,6,0.011881188118811881
Lebanon,494,79.56,43,16,0.032388663967611336
Latvia,458,244.01,1,0,0.0
Tunisia,455,40.42,5,14,0.03076923076923077
Bulgaria,449,67.31,20,10,0.022271714922048998
Andorra,428,5618.49,14,15,0.035046728971962614
Kazakhstan,423,21.75,27,3,0.0070921985815602835
Azerbaijan,400,38.08,26,5,0.0125
Slovakia,400,66.67,7,1,0.0025
Costa Rica,396,78.57,6,2,0.005050505050505051
North Macedonia,384,184.87,17,11,0.028645833333333332
Uruguay,350,107.69,62,2,0.005714285714285714
Taiwan,339,14.21,50,5,0.014749262536873156
Kuwait,317,112.08,80,0,0.0
Cyprus,315,254.95,18,9,0.02857142857142857
Réunion,308,359.47,48,0,0.0
Cameroon,306,12.55,10,8,0.026143790849673203
Belarus,304,31.51,46,4,0.013157894736842105
Jordan,299,34.06,45,5,0.016722408026755852
Burkina Faso,288,14.87,50,16,0.05555555555555555
Albania,277,92.26,76,16,0.05776173285198556
Afghanistan,273,8.13,10,6,0.02197802197802198
San Marino,245,7347.65,21,30,0.12244897959183673
Cuba,233,20.91,13,6,0.02575107296137339
Oman,231,54.88,57,1,0.004329004329004329
Vietnam,227,2.32,75,0,0.0
Honduras,219,23.86,3,14,0.0639269406392694
Uzbekistan,205,7.57,25,2,0.00975609756097561
Ghana,204,7.11,31,5,0.024509803921568627
Malta,195,461.1,2,0,0.0
Senegal,195,13.09,55,1,0.005128205128205128
Côte d'Ivoire,194,8.17,9,1,0.005154639175257732
Nigeria,184,0.95,20,2,0.010869565217391304
Faroe Islands,177,3493.19,81,0,0.0
Mauritius,169,124.2,0,7,0.04142011834319527
Palestine,155,30.68,18,1,0.0064516129032258064
Sri Lanka,151,6.73,21,4,0.026490066225165563
Venezuela,144,4.56,43,3,0.020833333333333332
Montenegro,140,233.77,0,2,0.014285714285714285
Democratic Republic of the Congo,134,1.53,3,13,0.09701492537313433
Georgia,134,28.29,26,0,0.0
Brunei,133,386.02,56,1,0.007518796992481203
Martinique,131,337.53,27,3,0.022900763358778626
Guadeloupe,125,307.31,24,6,0.048
Kosovo,125,72.43,10,1,0.008
Bolivia,123,11.09,1,8,0.06504065040650407
Kyrgyzstan,116,15.96,5,0,0.0
Mayotte,116,507.02,10,2,0.017241379310344827
Cambodia,114,7.27,35,0,0.0
Kenya,110,2.26,4,3,0.02727272727272727
Guernsey,97,1529.03,0,1,0.010309278350515464
Jersey,96,937.36,0,2,0.020833333333333332
Isle of Man,95,1080.33,0,1,0.010526315789473684
Trinidad and Tobago,90,73.95,1,5,0.05555555555555555
Gibraltar,88,4197.07,42,0,0.0
Rwanda,84,7.37,0,0,0.0
Northern Cyprus,77,236.2,29,2,0.025974025974025976
Paraguay,77,11.09,1,3,0.03896103896103896
Niger,74,4.28,0,5,0.06756756756756757
Liechtenstein,72,696.98,0,0,0.0
Aruba,60,557.38,1,0,0.0
Madagascar,59,2.36,0,0,0.0
Bangladesh,56,0.34,26,6,0.10714285714285714
Monaco,55,1436.03,2,1,0.01818181818181818
Guinea,52,4.22,0,0,0.0
French Guiana,51,178.84,0,0,0.0
Jamaica,47,15.68,2,3,0.06382978723404255
Barbados,46,158.08,0,0,0.0
Guatemala,46,3.13,12,1,0.021739130434782608
Uganda,45,1.24,0,0,0.0
El Salvador,41,6.38,0,2,0.04878048780487805
Macao,41,73.78,10,0,0.0
Djibouti,40,51.88,0,0,0.0
Togo,39,4.78,17,2,0.05128205128205128
Zambia,39,2.56,1,1,0.02564102564102564
French Polynesia,37,129.73,1,0,0.0
Mali,36,1.9,0,3,0.08333333333333333
Bermuda,35,488.2,11,0,0.0
Ethiopia,29,0.28,2,0,0.0
Cayman Islands,28,479.12,0,1,0.03571428571428571
The Bahamas,24,72.67,0,1,0.041666666666666664
Eritrea,22,3.41,0,0,0.0
Republic of the Congo,22,6.43,0,2,0.09090909090909091
Saint Martin,22,305.84,2,2,0.09090909090909091
Tanzania,20,0.36,2,1,0.05
Maldives,19,49.11,13,0,0.0
Gabon,18,9.27,0,1,0.05555555555555555
New Caledonia,18,64.47,1,0,0.0
Myanmar (Burma),16,0.0,0,1,0.0625
Sint Maarten,16,0.0,1,1,0.0625
Syria,16,0.97,0,2,0.125
Equatorial Guinea,15,21.95,1,0,0.0
Haiti,15,1.39,0,0,0.0
Mongolia,14,4.74,2,0,0.0
Namibia,14,6.66,2,0,0.0
Benin,13,1.35,1,0,0.0
Saint Lucia,13,78.03,0,0,0.0
Dominica,12,170.02,0,0,0.0
Guyana,12,16.61,0,1,0.08333333333333333
Curaçao,11,73.51,2,1,0.09090909090909091
Greenland,10,176.11,2,0,0.0
Grenada,10,90.64,0,0,0.0
Libya,10,1.49,1,0,0.0
Mozambique,10,0.39,0,0,0.0
Seychelles,10,103.6,0,0,0.0
Suriname,10,17.4,0,0,0.0
Antigua and Barbuda,9,94.71,0,0,0.0
Eswatini,9,7.92,0,0,0.0
Guinea-Bissau,9,5.24,0,0,0.0
Laos,9,1.0,0,0,0.0
Angola,8,0.28,1,2,0.25
Saint Kitts and Nevis,8,150.65,0,0,0.0
Zimbabwe,8,0.57,0,1,0.125
Åland Islands,8,271.13,0,0,0.0
Chad,7,0.57,0,0,0.0
Fiji,7,7.57,0,0,0.0
Sudan,7,0.19,1,2,0.2857142857142857
Cape Verde,6,10.71,0,1,0.16666666666666666
Central African Republic,6,1.16,0,0,0.0
Liberia,6,1.09,0,0,0.0
Mauritania,6,1.87,2,1,0.16666666666666666
Nepal,6,0.16,1,0,0.0
Saint Barthélemy,6,0.0,1,0,0.0
Vatican City,6,0.0,0,0,0.0
Bhutan,5,9.14,0,0,0.0
Montserrat,5,0.0,0,0,0.0
Turks and Caicos Islands,5,96.19,0,0,0.0
Botswana,4,2.31,0,1,0.25
Nicaragua,4,0.68,0,1,0.25
The Gambia,4,1.72,0,1,0.25
Anguilla,3,216.25,0,0,0.0
Belize,3,6.39,0,0,0.0
British Virgin Islands,3,83.02,0,0,0.0
Burundi,3,0.33,0,0,0.0
Malawi,3,0.15,0,0,0.0
Somalia,3,0.29,0,0,0.0
Saint Vincent and the Grenadines,2,19.93,1,0,0.0
Sierra Leone,2,0.35,0,0,0.0
Papua New Guinea,1,0.14,0,0,0.0
Timor-Leste,1,0.68,1,0,0.0
